Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position,Status,Command
dg-jhw88013,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_4275.jpg,2,,
dg-jhw88013,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3209.jpg,3,,
dg-sp35525,Casco de protección 27 x 22 cm.,<ul><li>Casco de protección.</li><li>Medidas aproximadas del producto: 27 x 22 cm.</li><li>Construido en estructura de espuma de alta densidad y resistencia.</li><li>Recubierto en PVC rígido.</li><li>Con rueda ajustable de tamaño para mayor comodidad.</li><li>*COLOR SUJETO A DISPONIBILIDAD DE STOCK*</li></ul>,Diego,Deporte,"Bicicletas, stock-verificado",TRUE,Título,Default Title,SP35525,600.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3272.jpg,1,,
dg-sp35525,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3273.jpg,2,,
dg-jep26690,Alarma sensor de movimiento 12 x 9 x 5 cm,<ul><li>Alarma sensor de movimiento.</li><li>Medidas aproximadas del sensor 12 x 9 x 5 cm.</li><li>Campo de detección: 5 metros.</li><li>Ángulo de detección: 110º.</li><li>Entrada de conexión para adaptador de 6 V.</li><li>Requiere 4 pilas AA para el sensor y 2 baterías LR44x3 para el control remoto (no incluídas).</li></ul>,Diego,Electro,"Seguridad, stock-verificado",TRUE,Título,Default Title,JEP26690,450.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3185.jpg,1,,
dg-jep26690,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3184.jpg,2,,
dg-ckc01189,Cortadora procesadora manual 22x8cm. Vigore,"<ul><li>Picadora manual para picar perejil, nueces, jamón, cebollas, etc.</li><li>Su cuchilla de acero inoxidable, dispuesta en zig zag, gira sobre si misma para un resultado perfecto.</li><li>Es ligero, manejable y se limpia con facilidad.</li><li>Medidas aprox: 22x8cm.</li><li>Color: blanco.</li><li>Marca: Vigore.</li></ul>",Diego,Hogar,"Cocina, stock-verificado",TRUE,Título,Default Title,CKC01189,150.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_47304.jpg,1,,
dg-ckc01189,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3238.jpg,2,,
dg-ckc01189,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_33962.jpg,3,,
dg-sp35441,"Set de protección casco, rodilleras y coderas","<ul><li>Set de protección.</li><li>Incluye casco, rodilleras y coderas.</li><li>Medidas aproximadas del casco: 20 x 25 cm.</li></ul>",Diego,Deporte,"Bicicletas, stock-verificado",TRUE,Título,Default Title,SP35441,405.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3268.jpg,1,,
dg-sp35441,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3269.jpg,2,,
dg-hw56652,Balanza de vidrio Vigore 180KG,<ul><li>Balanza de vidrio.</li><li>Patas antideslizantes proporcionan mayor adherencia.</li><li>Graduado de precisión (100 grs.) con 4 sensores de presión.</li><li>Capacidad max: 180Kg.</li><li>Base vidrio templado de 6 mm de alta resistencia.</li><li>Display LCD de 22 mm.</li><li>Encendido automático sensible al pie.</li><li>2 pilas AAA INCLUIDA</li><li>*MERCADERÍA FRÁGIL PARA ENVÍOS*</li></ul>,Diego,Hogar,"Baño, stock-verificado",TRUE,Título,Default Title,HW56652,450.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_58010.jpg,1,,
dg-hw56652,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_58011.jpg,2,,
dg-hw56651,Balanza de vidrio 30x30cm Vigore,"<ul><li>Balanza digital en vidrio templado.</li><li>Rango: 180 kg.</li><li>Precisión: 100g.</li><li>Visor de LCD digital de 25 mm con numeración grande.</li><li>Calibra en ""0"" antes de cada pesada.</li><li>4 sensores de alta precisión.</li><li>Función Kg o Libras.</li><li>Apagado automático.</li><li>Medidas: 30x30cm.</li><li>Marca: Vigore.</li><li>2 pilas AAA INCLUIDA</li><li>*MERCADERÍA FRÁGIL PARA ENVÍOS*</li></ul>",Diego,Hogar,"Baño, stock-verificado",TRUE,Título,Default Title,HW56651,450.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_38308.jpg,1,,
dg-hw56651,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_3111.jpg,2,,
dg-hw56651,,,,,,,,,,,,,,https://www.diego.com.uy/imgs/productos/_original_38307.jpg,3,,
dg-ty327177,"Inflador manual 30 x 8 x 10,5 cm.","<ul><li>Inflador manual con doble velocidad (infla en ambos movimientos).</li><li>Medidas: 30 x 8 x 10,5 cm.</li><li>Manguera estilo acordeón de 105 cm.</li><li>Contiene 3 tamaños de boquillas diferentes.</li><li>Con soporte para sujetar el inflador con los pies.</li></ul>",Diego,Ferretería,"Ferretería, stock-verificado",TRUE,Título,Default Title,TY327177,300.00,,10,deny,https://www.diego.com.uy/imgs/productos/_original_3365.jpg,1,,
