Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position
gb-lavarropas-carga-superior-lenx0660-enxuta,Lavarropas Carga superior – LENX0660 – Enxuta,Lavarropas Carga superior – LENX0660 – Enxuta,Enxuta,Electro,"Lavarropas, Enxuta",TRUE,Título,Default Title,LENX0660,265.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0660-perspectiva-sin-800x800-1-1.png,1
gb-lavarropas-carga-superior-lenx0660-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0660-sin-800x800-1-1.png,2
gb-yoguertera-electrica-sdaenxy7200-enxuta,Yogurtera Eléctrica – SDAENXY7200 – Enxuta,Yogurtera Eléctrica – SDAENXY7200 – Enxuta,Enxuta,Electro,"Otros, Enxuta",TRUE,Título,Default Title,SDAENXY7200,48.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/SDAENXY7200-800x800-2-1.png,1
gb-yoguertera-electrica-sdaenxy7200-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/SDAENXY7200-frascos-800x800-1-1.png,2
gb-yoguertera-electrica-sdaenxy7200-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/SDAENXY7200-detalle-panel-800x800-1-1.png,3
gb-refrigerador-no-frost-renx22275di-enxuta,Refrigerador No Frost – RENX22275DI – Enxuta,Refrigerador No Frost – RENX22275DI – Enxuta,Enxuta,Electro,"Heladeras, Enxuta",TRUE,Título,Default Title,RENX22275DI,475.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX22275DI-800x800-2-1.png,1
gb-refrigerador-no-frost-renx22275di-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX22275DI-abierta-800x800-2-1.png,2
gb-refrigerador-no-frost-renx22275di-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/PR3326_01-ENXUTA-RENXSBS9511N-1.png,3
gb-refrigerador-no-frost-renx22275di-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Safety-label-NO-USAR-1.png,4
gb-televisor-qled-smart-tv-55-4k-enxuta-ledenx1255sdf4kw,Smart TV QLED Smart TV 55” 4K – Enxuta – LEDENX1255SDF4KW,Smart TV QLED Smart TV 55” 4K – Enxuta – LEDENX1255SDF4KW,Enxuta,Electro,"TV, Enxuta",TRUE,Título,Default Title,LEDENX1255SDF4KW,530.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LEDENX1255SDF4KW-800x800-1-1.png,1
gb-televisor-qled-smart-tv-55-4k-enxuta-ledenx1255sdf4kw,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Google-TV-control-remoto-800x800-1-1.png,2
gb-televisor-qled-smart-tv-65-4k-enxuta-ledenx1265sdf4kw,Smart TV QLED Smart TV 65” 4K – Enxuta – LEDENX1265SDF4KW,Smart TV QLED Smart TV 65” 4K – Enxuta – LEDENX1265SDF4KW,Enxuta,Electro,"TV, Enxuta",TRUE,Título,Default Title,LEDENX1265SDF4KW,689.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LEDENX1265SDF4KW-800x800-1-1.png,1
gb-televisor-qled-smart-tv-65-4k-enxuta-ledenx1265sdf4kw,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/Google-TV-control-remoto-800x800-1-1.png,2
gb-lavarropas-carga-superior-lenx0550-enxuta,Lavarropas – Carga Superior – LENX0550 – ENXUTA,Lavarropas – Carga Superior – LENX0550 – ENXUTA,Enxuta,Electro,"Lavarropas, Enxuta",TRUE,Título,Default Title,LENX0550,245.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0550-800x800-2.png,1
gb-lavarropas-carga-superior-lenx0550-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0550-perspectiva-abierta-800x800-2.png,2
gb-lavarropas-carga-superior-lenx0550-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0550-perspectiva-derecha-800x800-2.png,3
gb-lavarropas-carga-superior-lenx0550-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/LENX0550-perspectiva-izquierda-800x800-2.png,4
gb-regrigerador-no-frost-side-by-side-renx16530i-enxuta,Refrigerador No Frost Side by Side Inverter – RENX16530I – Enxuta,Refrigerador No Frost Side by Side Inverter – RENX16530I – Enxuta,Enxuta,Electro,"Heladeras, Enxuta",TRUE,Título,Default Title,RENX16530I,975.0,,10,deny,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX16530I-800x800-1.png,1
gb-regrigerador-no-frost-side-by-side-renx16530i-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX16530I-abierta-800x800-1.png,2
gb-regrigerador-no-frost-side-by-side-renx16530i-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX16530I-seguridad.jpeg,3
gb-regrigerador-no-frost-side-by-side-renx16530i-enxuta,,,,,,,,,,,,,,https://gelbring.com.uy/wp-content/uploads/2026/05/RENX16530I.jpeg,4
