Handle,Title,Body HTML,Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Inventory Qty,Variant Inventory Policy,Image Src,Image Position,Status,Command
ui-abrazadera-metalica-3-con-goma-lh-2261,ABRAZADERA METALICA 3″ CON GOMA LH-2261,"<p>Descripción: Abrazadera metálica<br />
Modelo: LH-2261<br />
Material: Metal y goma<br />
Color: Plateado y negro<br />
Peso: 100g</p>
<p>Medidas<br />
Diámetro mínimo: 7.5cm (3)<br />
Diámetro máximo: 9cm (3. 1/2)</p>
<p>Incluye<br />
*Un tornillo de 6cm para fijar a la pared u otra superficie<br />
*Un taco Fisher de 10mm<br />
*Dos tornillos a ambos lados de la abrazadera para ajustar</p>
<p>Presentación: En bolsa</p>",Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta, stock-verificado",TRUE,Título,Default Title,3990,55.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/3983-5.jpg,1,,
ui-abrazadera-metalica-3-con-goma-lh-2261,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.3-7.jpg,2,,
ui-abrazadera-metalica-3-con-goma-lh-2261,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.1-7.jpg,3,,
ui-abrazadera-metalica-3-con-goma-lh-2261,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.4-7.jpg,4,,
ui-abrazadera-metalica-3-con-goma-lh-2261,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985-7.jpg,5,,
ui-abrazadera-metalica-3-4-con-goma-lh-2255,ABRAZADERA METALICA 3/4″ CON GOMA LH-2255,"<p>Descripción: Abrazadera metálica<br />
Modelo: LH-2255<br />
Material: Metal y goma<br />
Color: Plateado y negro<br />
Peso: 25g</p>
<p>Medidas<br />
Diámetro mínimo: 3/4&#8243; (1.9cm)<br />
Diámetro máximo: 1&#8243; (2.5cm)</p>
<p>Incluye<br />
*Un tornillo de 6.5cm para fijar a la pared u otra superficie<br />
*Un taco Fisher de 10mm<br />
*Dos tornillos a ambos lados de la abrazadera para ajustar</p>
<p>Presentación: En bolsa</p>",Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta, stock-verificado",TRUE,Título,Default Title,3984,29.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/3983.jpg,1,,
ui-abrazadera-metalica-3-4-con-goma-lh-2255,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.3-1.jpg,2,,
ui-abrazadera-metalica-3-4-con-goma-lh-2255,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.1.jpg,3,,
ui-abrazadera-metalica-3-4-con-goma-lh-2255,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.4.jpg,4,,
ui-abrazadera-metalica-3-4-con-goma-lh-2255,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.jpg,5,,
ui-abrazadera-metalica-4-con-goma-lh-2262,ABRAZADERA METALICA 4″ CON GOMA LH-2262,"<p>Descripción: Abrazadera metálica<br />
Modelo: LH-2262<br />
Material: metal y goma<br />
Color: Plateado y negro<br />
Diámetro mínimo: 10cm (4)<br />
Diámetro máximo: 11.5cm (4.5)<br />
Incluye<br />
Un tornillo de 7cm para fijar a la pared u otra superficie<br />
Un taco Fisher de 10mm<br />
Dos tornillos a ambos lados de la abrazadera para ajustar<br />
Presentación: En bolsa</p>",Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta, stock-verificado",TRUE,Título,Default Title,3991,62.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/3983-5.jpg,1,,
ui-abrazadera-metalica-4-con-goma-lh-2262,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.3-8.jpg,2,,
ui-abrazadera-metalica-4-con-goma-lh-2262,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.1-8.jpg,3,,
ui-abrazadera-metalica-4-con-goma-lh-2262,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985-8.jpg,4,,
ui-abrazadera-metalica-4-con-goma-lh-2262,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.4-8.jpg,5,,
ui-abrazadera-metalica-5-con-goma-lh-2775,ABRAZADERA METALICA 5″ CON GOMA LH-2775,"<p>Descripción: Abrazadera metálica<br />
Modelo: LH-2775<br />
Material: Metal y goma<br />
Color: Plateado y negro<br />
Peso: 120g</p>
<p>Medidas<br />
Diámetro mínimo: 12.5cm (5)<br />
Diámetro máximo: 14cm (5. 1/2&#8243;)</p>
<p>Incluye<br />
*Un tornillo de 6cm para fijar a la pared u otra superficie<br />
*Un taco Fisher de 10mm<br />
*Dos tornillos a ambos lados de la abrazadera para ajustar</p>
<p>Presentación: En bolsa</p>",Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta, stock-verificado",TRUE,Título,Default Title,4029,71.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/3983-7.jpg,1,,
ui-abrazadera-metalica-5-con-goma-lh-2775,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985.3-9.jpg,2,,
ui-abrazadera-metalica-5-con-goma-lh-2775,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.1-9.jpg,3,,
ui-abrazadera-metalica-5-con-goma-lh-2775,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/3985.4-9.jpg,4,,
ui-abrazadera-metalica-5-con-goma-lh-2775,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/3985-9.jpg,5,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,ABRAZADERAS INOX 25 UNIDADES 08-12MM EK-80,"<p>ABRAZADERAS INOX 25 UNIDADES 08-12MM<br />
-Modelo:EK-80<br />
-Material: Metal<br />
-Color: Plateado<br />
-Peso: 70g Medidas<br />
-Diámetro mínimo: 8MM<br />
-Diámetro máximo: 12MM<br />
-Grosor: 8mm<br />
-Contienen 25 unidades<br />
-Ajustable con un tornillo<br />
-Presentación: tarro de plástico</p>",Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta",TRUE,Título,Default Title,2176,399.00,,0,deny,https://uruimporta.com.uy/wp-content/uploads/2025/12/2176_0.jpg,1,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/2176_1.jpg,2,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/2176_2.jpg,3,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/2176_0.jpg,4,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/2176_1.jpg,5,,
ui-abrazaderas-inox-25-unidades-08-12mm-ek-80,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/2176_2.jpg,6,,
ui-abrazaderas-inox-25-unidades-10-16mm-ek-81,ABRAZADERAS INOX 25 UNIDADES 10-16MM EK-81,,Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta",TRUE,Título,Default Title,9099,399.00,,0,deny,,,,
ui-abrazaderas-inox-25-unidades-19-29mm-ek-84,ABRAZADERAS INOX 25 UNIDADES 19-29MM EK-84,,Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta",TRUE,Título,Default Title,9100,475.00,,0,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/9100.1.jpg,1,,
ui-abrazaderas-inox-25-unidades-19-29mm-ek-84,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/9100.2.jpg,2,,
ui-abrazaderas-inox-25-unidades-19-29mm-ek-84,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/9100.jpg,3,,
ui-abrazaderas-inox-25-unidades-32-44mm-ek-87,ABRAZADERAS INOX 25 UNIDADES 32-44MM EK-87,,Uruimporta,Construcción,"Clavos – Tornillos, Uruimporta",TRUE,Título,Default Title,9101,555.00,,0,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/9101.1.jpg,1,,
ui-abrazaderas-inox-25-unidades-32-44mm-ek-87,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/91012.jpg,2,,
ui-abrazaderas-inox-25-unidades-32-44mm-ek-87,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/9101.jpg,3,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,ABRE LATA METALICO MANGO BI COLOR LH-3753,"<p>Modelo: COME2223<br />
Material: Metal y plástico<br />
Color: Plateado y negro</p>",Uruimporta,Hogar,"Cocina, Uruimporta, stock-verificado",TRUE,Título,Default Title,4961,168.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2025/12/1-8-1.jpg,1,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.5.jpg,2,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.6.jpg,3,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.2.jpg,4,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.7.jpg,5,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.3.jpg,6,,
ui-abre-lata-metalico-mango-bi-color-lh-3753,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/4961.4.jpg,7,,
ui-abre-lata-metalico-mango-pulido-lh-3754,ABRE LATA METALICO MANGO PULIDO LH-3754,"<p>ABRE LATA METALICO MANGO PULIDO<br />
-Modelo:LH-3754<br />
-material:metal<br />
-Color:cromado<br />
MEDIDAS<br />
-Alto:19cm<br />
-Ancho; 5cm<br />
-Altura mango:11cm<br />
presenacion: suelto</p>",Uruimporta,Hogar,"Cocina, Uruimporta, stock-verificado",TRUE,Título,Default Title,5892,168.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2025/12/5892.1.jpg,1,,
ui-abre-lata-metalico-mango-pulido-lh-3754,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/5892.2.jpg,2,,
ui-abre-lata-metalico-mango-pulido-lh-3754,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/5892.3.jpg,3,,
ui-abre-lata-metalico-mango-pulido-lh-3754,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/5892.4.jpg,4,,
ui-abre-lata-metalico-mango-pulido-lh-3754,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2025/12/5892.5.jpg,5,,
ui-abrelata-color-negro-lh-4713,ABRELATA COLOR NEGRO LH-4713,,Uruimporta,Hogar,"Cocina, Uruimporta, stock-verificado",TRUE,Título,Default Title,7789,417.00,,10,deny,https://uruimporta.com.uy/wp-content/uploads/2026/01/7789.1.jpg,1,,
ui-abrelata-color-negro-lh-4713,,,,,,,,,,,,,,https://uruimporta.com.uy/wp-content/uploads/2026/01/7789.2.jpg,2,,
